FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,max value received,avg val received,max val sent,avg val sent,total Ether sent,total ether received,total ether balance,Address
0,844.26,1093.71,704785.63,721,89,40,118,45.806785,6.589513,31.22,1.200681,865.6910932,586.4666748,-279.2244185,0x00009277775ac7d0d59eaad8fee3d10ac6c805e8
0,12709.07,2958.44,1218216.73,94,8,5,14,2.613269,0.385685,1.8,0.032844,3.08729702,3.085478209,-0.001818811,0x0002b44ddb1476db43c868bd494422ee4c136fed
0,246194.54,2434.02,516729.3,2,10,10,2,1.165453,0.358906,3.538616,1.7943080000000002,3.58861565,3.58905665,0.000441,0x0002bda54cb772d040f779e88eb453cac0daa244
0,10219.6,15785.09,397555.9,25,9,7,13,500.0,99.48884,450.0,70.001834,1750.0458620000004,895.399559,-854.6463028999998,0x00038e6ba2fd5c09aedb96697c8d7b8fa6632e5e
0,36.61,10707.77,382472.42,4598,20,7,19,12.802411,2.671095,9.0,0.022688,104.3188828,53.4218965,-50.89698629,0x00062d1dd1afb6fb02540ddad9cdebfe568e0d89
0,9900.12,375.48,20926.68,2,3,2,1,4.813776,3.2349080000000003,5.5369160000000015,4.851858,9.70371586,9.70472386,0.001008,0x000895ad78f4403ecd9468900e68d6ee506136fd
0,69.46,629.44,8660.35,25,11,9,20,2.65,1.098115,4.284785,0.482496,12.0623941,12.079266,0.016871896,0x000d63fc5df52b0204374c2f5a3249779805d5d1
0,1497.39,176.84,319828.05,213,5,3,3,2.0,0.891098,0.7,0.040861,8.703392156,4.45548974,-4.2479024160000005,0x000e001ab444fa8d6dc4a402f8d7cfc88fe8c64d
0,0.0,0.0,496.62,1,1,1,1,2.0,2.0,1.99938,1.99938,1.99938,2.0,0.00062,0x0012cb699c836049a4bbeaac2d8c4d47c688e0e4
0,2570.59,3336.01,30572.7,8,3,2,4,40.0,16.7,40.0,18.634625,149.077,50.1,-98.977,0x0012f247c9f980eea0a9ad06893bfd95c3145794
0,32.45,12921.57,129540.15,10,10,2,1,1.014875,1.004819,1.01417,1.004055,10.04055439,10.04819041,0.007636018,0x0013e58a315d2e728f11630aa40abfbdddcab304
0,3716.41,1448.09,385961.98,8,246,4,3,81.38600000000002,3.381313,300.0,103.974875,831.799,831.8030477000002,0.004047714,0x0016338abcb6bfa6d355adc207c5d2d42acb5e42
0,0.0,12431.27,198900.25,0,16,4,0,1.002069,0.769166,0.0,0.0,0.0,12.30665958,12.30665958,0x001b28141562bc2601694d27c3f5fda2c06c234c
0,9520.7,5776.32,78197.58,7,2,2,4,0.265159,0.180079,0.133441,0.037563,0.262941117,0.36015854,0.097217423,0x001cb265c5606d79035059686ae5f94c6a4c2c2c
0,14106.66,3742.82,540061.9,32,24,11,21,1499.9995800000004,77.125266,1100.0,102.312148,3273.988723,1851.0063760000005,-1422.982347,0x001cf9871aeaf2acf72f144b16818b7e417b6dda
0,757.91,11.08,25802.32,34,3,3,13,1.0,0.530615,0.933444,0.044268,1.5051029580000002,1.591844363,0.086741405,0x001d54f72af6eae0fdd17009c391426754bec5c2
0,3.13,4923.24,280803.43,57,57,2,2,0.277689,0.204013,0.277269,0.203593,11.6048114,11.6287514,0.023940002,0x001e6fbcd020823d3161df44bb5da6c34419eecb
0,27681.45,11171.03,842599.05,26,11,6,15,34.94,16.564688,34.9,9.896423,257.307,182.2115661,-75.09543387,0x001eb1e90d25e8c1372c38f2b2a36b49b6634235
0,770.29,3.82,2318.5,3,2,1,3,19.995,13.8835,20.082772,9.255226,27.765677,27.767,0.001323,0x001f357ca93307571d8cd93d09ce25a3660429af
0,163.78,1.11,329.78,2,2,2,2,56.95111800000001,50.5,100.388974,50.499487,100.9989738,101.0,0.001026218,0x001f99982965a3792077893ecadc7be0c61d613c
0,0.0,6324.45,113840.02,0,18,5,0,12.782766,5.662421,0.0,0.0,0.0,101.9235724,101.9235724,0x00235134f8335d48cf506b25cc376fc84520588b
0,725.77,41108.66,292841.02,7,7,4,3,17.949074,8.407243,30.950276,22.441764000000006,157.09235049999995,58.85070376,-98.24164672,0x0023a6a2c8316ccfb083a194aa5668bd75891455
0,91.14,64.3,712.88,5,4,4,5,5.0,2.1875,2.851287,1.749551,8.747754943,8.75,0.002245057,0x0029a9b2ea1e45e32fb6344b117388515858d040
0,2477.34,6928.28,892782.2,8,126,1,2,0.501254,0.342666,2.0,1.2625,10.1,43.17587621,33.07587621,0x002a68f53b92cef5ee4e7ce015b78408f20942bb
0,0.0,13339.9,226778.27,0,17,6,0,11.291416,4.860215,0.0,0.0,0.0,82.62366163,82.62366163,0x002ab919205b134d05d0746e22c7f8000523c660
0,0.0,0.0,30.65,1,1,1,1,4.999,4.999,4.99774,4.99774,4.99774,4.999,0.00126,0x002b043689ad84008fffab16afc1955f5a3aebde
0,1797.42,60933.08,330187.83,82,3,3,7,30.0,11.666667,30.0,0.760256,62.341,35.0,-27.341,0x0031ebb20a0aaf8c67be012bb3a3483d75269635
0,0.0,0.0,68.87,1,1,1,1,0.5476489999999999,0.5476489999999999,0.546389,0.546389,0.54638892,0.54764892,0.00126,0x003300d3d2c46983b9a55b07b9b2ab47d6228111
0,155.22,112602.93,338429.65,4,3,3,3,2.337156,1.512385,2.379635,2.104909,8.419634776,4.5371564000000015,-3.882478376,0x0033fd555da940b923a7f6f465cc4d9088724263
0,14626.26,6594.93,955278.0,59,14,7,34,1100.0,167.979641,500.0,43.052269,2540.083853,2351.714972,-188.368881,0x0034f7473531239b1799bc7f14ff97d5303a5a93
0,0.0,5498.63,291427.53,0,53,4,0,1.002204,0.504895,0.0,0.0,0.0,26.75944516,26.75944516,0x0036ed1e6299bb586ac70ebdfa336f06714a9556
0,3.33,51068.75,561789.58,10,11,8,1,20.799,5.11114,20.797915,5.621492,56.21491815,56.22253457,0.00761642,0x0038ab9bf479faa2997522b3cf9492153ea6b33f
0,1128.56,0.0,2257.12,2,1,1,2,1.7479810000000002,1.7479810000000002,0.0,0.0,0.0,1.74798122,1.74798122,0x003b9a44dcc7b59546a8b1c1e7dccd57eb99f07d
0,2152.95,680.22,22889.93,10,2,1,6,0.1,0.075,0.060734,0.011073,0.110734264,0.15,0.039265736,0x003c5ebfa5cdb3d73bad42bb07db823f6c77a236
0,0.0,648.26,449889.15,0,694,4,0,22.0,1.618731,0.0,0.0,0.0,1123.399095,1123.399095,0x003d8b1e6723960d60367a719fe65e08643a2a80
0,45.91,58.88,450106.65,5970,2989,1337,2212,3140.99958,74.622817,3900.0,37.84572100000001,225938.9558,223047.6014,-2891.354427,0x003e2b1599587a6c2f38928ea8f874a74fb1bbbc
0,0.0,0.0,4.87,1,1,1,1,0.003,0.003,0.0,0.0,0.0,0.003,0.003,0x004534ebd59b0b094da701dbfd952ef605470128
0,1067.84,128.81,636162.82,68,4375,1,4,3.602495,1.055731,520.8121679999998,67.923395,4618.790832,4618.823828000001,0.03299662,0x0045eb75acf6e1cb1d9ec41e352a879e2cd50b35
0,1051.87,85496.6,345142.02,3,4,2,3,3.508474,1.395953,5.544,3.683667,11.050999999999998,5.583810700000001,-5.467189299999999,0x00462f4a169c1dc0b9dc428aa37d394c8abf1266
0,2.12,0.92,21206.93,9996,4,3,2,20.0,11.0,0.0,0.0,0.0,44.0,44.0,0x00472c1e4275230354dbe5007a5976053f12610a
0,17441.04,1245.91,160707.1,9,3,2,4,49.995,18.996667,20.0,6.226376,56.03738689,56.99,0.952613114,0x004853f00fab90ab60cf1e609b0b61494b90164c
0,45561.42,26284.49,802574.4,13,8,7,5,45.4,21.925,99.0,20.32769200000001,264.26,175.4,-88.86,0x004e1c2a12ac1d0b70907c702892f397a4769bfb
0,379.78,56424.63,339687.12,3,6,6,1,1.515068,0.888941,4.5,4.5,13.5,5.333648999999999,-8.166350999999999,0x004f1cea50b057ad8b6f445e128edbdc9b48902b
0,1478.05,51541.26,355017.02,33,6,3,11,51.0,9.803306,20.0,2.307983,76.16345259,58.81983438,-17.34361821,0x005073a74dd37889bebbf9de7550dea7666f625b
0,164.22,0.0,328.45,2,1,1,2,101.0,101.0,99.663651,50.499487,100.9989738,101.0,0.001026218,0x005457078e3c355023433874edffc8b254881334
0,1790.44,450.56,13445.97,6,6,5,2,10.0,2.615514,9.999545,2.614933,15.68959511,15.69308421,0.003489099,0x00595d5ec3bb583428a0304b2940a70d7f553aef
0,803.95,112925.21,340383.53,2,3,2,2,6.995,2.333333,6.956,6.955748,13.911496,7.0,-6.9114960000000005,0x0059782ecd69fb5413c5e1a98b40c28dff061162
0,18649.44,15420.31,266825.07,11,4,3,6,4.0,1.67375,1.9,0.759219,8.351405032999999,6.695,-1.6564050330000002,0x005b98bb53be9d5789d27aa1c69ec8a789eff9c1
0,65.85,32.24,204236.48,2217,1807,1471,1205,799.99874,18.736369,1100.0,15.276167,33867.26324,33856.6182,-10.64504551,0x005cb96b96c8fe801f89500df6ee38dc5fa0081f
0,181.7,56819.72,286279.03,12,5,5,7,174.995,63.085,225.0,59.51666700000001,714.2,315.425,-398.775,0x005d3bffd33b1a012279d25d30f75133584404db
0,23359.72,27049.27,1169229.5,35,13,6,23,972.434,182.498725,500.0,85.766674,3001.833603,2372.483424,-629.3501786,0x006482de8230af0f8e2918a439c7826fe8642a43
0,20827.93,0.0,186707.1,8,1,1,2,10.0,10.0,26.0,12.688992,101.5119377,10.0,-91.51193767,0x006743c8992ca6d54c23fa3a745a4781b3817f0c
0,4183.18,1470.01,962956.75,181,140,57,103,117.7,4.007761,240.0,3.288313,595.1846,561.0865,-34.0981,0x0067e167caf808eaa6f642d9232e54ff7bb47c07
0,1969.46,288.59,97419.95,48,10,4,13,99.99,25.810391,100.0,6.758479,324.407,258.1039104,-66.3030896,0x006aaaff2ff3358bc8453febaba4e236b028df80
0,76.32,74.96,754216.92,3424,6576,4848,1129,12867.39971,21.959042,9000.0,43.26697,148146.1047,144402.6609,-3743.443847,0x007174732705604bbbf77038332dc52fd5a5000c
0,26.01,82.8,652.87,6,6,5,1,1.3,1.047658,1.299528,1.047197,6.283183805,6.28594603,0.002762225,0x0071763e7e796eeb4c32f083aa4a3ac2f33bf5c0
0,8174.66,3.43,24534.25,3,3,1,1,0.34,0.147,0.379654,0.146551,0.439653612,0.441,0.0013463879999999,0x0071c78d72b78818b0d507c114674a7ce6bc4f18
0,628.48,672.28,4486.98,5,2,2,4,6.12616,3.433549,5.0,1.3723459999999998,6.86172829,6.86709731,0.00536902,0x00733965a4f189034c4cd0e7d38c877a34ba0b63
0,0.0,0.0,2.5,1,1,1,1,0.8548709999999999,0.8548709999999999,0.8538209999999999,0.8538209999999999,0.85382138,0.85487138,0.00105,0x00760b09a77e7a4f6ea7e7fdf17f93f8d898c870
0,0.0,0.0,8873.97,1,1,1,1,0.134989,0.134989,0.134569,0.134569,0.13456893,0.13498893,0.00042,0x00761aebf8420f0325f7d3a9161a8bb6a96e550b
0,22.94,14237.49,242427.3,17,17,1,1,0.125315,0.050856,0.121958,0.047446,0.80657981,0.86455069,0.05797088,0x007a010f85605b7f9ecd0e26a7cfa3987bb3e43f
0,7750.02,59605.36,531093.05,7,8,2,5,27.48646,6.1445940000000006,5.693,1.013286,7.093,49.1567487,42.06374870000001,0x007bb0518b03f1a8c00e9bb545640800d1e91444
0,621.07,5012.75,93911.63,14,17,9,10,379.0,39.759632,330.62347,48.273105,675.82347,675.9137486000002,0.090278633,0x007cafba4edd0e25a664530e3cac0ffadb101fd8
0,13243.1,38530.77,414518.23,9,8,5,6,1.169147,0.270796,1.716638,0.421015,3.789138127,2.16637118,-1.622766947,0x0080214c803a073c18aaadd7b99cfd08c3945b09
0,5815.7,845.41,1040169.4,30,1024,1,30,2.1578880000000003,0.24501,13.321637,6.696126,200.883777,250.89045640000003,50.00667943,0x0080359f18daa3f2906e347a589ffd49c07c6258
0,1905.13,728.9,240610.1,124,6,4,8,69.995,12.769696,74.0,0.647486,80.28824888,76.61817535,-3.670073533,0x0083704ad2f3e9f58e71593459462875255b7bd2
0,24.63,3319.39,10032.05,3,3,3,1,10.805,5.281667,10.80458,5.281031,15.84309204,15.845,0.001907957,0x00893fa05c19ce3895d0d5577db0ddb02d5cbd47
0,59.56,24076.63,120621.38,4,5,2,2,0.669937,0.173506,0.668866,0.21567,0.86268094,0.86753194,0.0048509999999999,0x0095e1a57555e5d5e9ee041bc5953d1c37729cdc
0,0.0,0.0,28803.42,1,1,1,1,12.0,12.0,11.999559,11.999559,11.999559,12.0,0.000441,0x009663d80363fa044763ef5331280081c95c94be
0,56814.86,62086.18,294616.95,3,2,2,3,20.0,10.0,19.953375,13.301956,39.90586873,20.0,-19.90586873,0x009f93582e0c195ac9d3f2b9c1f31cf44e2e9561
0,2.23,0.0,8.92,4,2,2,4,1897.438127,1000.5,1501.447643,500.249528,2000.998113,2001.0,0.001886545,0x00a4862d4407296f92005eff2f51fa5cbb3c6077
0,52.48,287.13,9299.17,24,28,13,1,2.1609830000000003,2.036327,6.328314,2.375185,57.00443406,57.01714267,0.012708609,0x00a527d60d31b337d571acd17dca172003636356
0,1466.39,44699.56,321695.25,6,7,5,2,23.601366,10.936062,49.999365,15.753561,94.52136494,76.5524362,-17.96892874,0x00a742825749d9a1b3e2455362ac4e81dc01162c
0,25905.07,1129.25,161076.67,6,5,1,2,27.517666,13.701916,27.516406,11.41756,68.50535928,68.50958028,0.004221,0x00a87bd6b716f1a50504b8eff2d416de0690070e
0,3834.85,2945.2,620113.1,121,53,18,63,44.425356,7.878402,52.0,3.5717830000000004,432.1857424,417.5553096,-14.6304328,0x00adb936b9636ccc4211533c7f1a0d2c53466b85
0,3880.52,1645.59,101238.1,21,12,5,12,8.995,4.114642,8.0,2.350007,49.35013842,49.37569865,0.025560232,0x00ae0c1fd293038c2b24a715e6fabacda6012b55
0,21466.84,20051.27,674198.88,23,9,5,11,20.095,6.755565,19.0,4.835781,111.2229715,60.80008333,-50.42288815,0x00af29056355cbe37df9724436eef327f5f88157
0,1904.23,4621.92,72065.0,16,9,9,11,10.0,1.9476830000000005,7.0,1.118571,17.89714367,17.52914441,-0.367999256,0x00bd1bba3519746a5b7d0bede063f14d48dfdf2b
0,248.61,17068.13,611682.27,1156,19,9,72,600.98832,72.622476,500.0,1.206055,1394.199349,1379.827042,-14.37230628,0x00bd9fd57c423a1b1c969823d409156d90974d77
